label,text
ham,I can ask around but there's not a lot in terms of mids up here
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Was it something u ate?
ham,S:)but he had some luck.2 catches put down:)
ham,Mm feeling sleepy. today itself i shall get that dear
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
ham,Call me when u finish then i come n pick u.
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,"Aight, lemme know what's up"
ham,Can i meet ï¿½_ at 5.. As 4 where depends on where ï¿½_ wan 2 in lor..
ham,No b4 Thursday
ham,Are there TA jobs available? Let me know please cos i really need to start working
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,Hey tmr meet at bugis 930 ?
ham,Once free call me sir.
ham,But i juz remembered i gotta bathe my dog today..
ham,I doubt you could handle 5 times per night in any case...
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or ï¿½250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
ham,You can never do NOTHING
ham,Cause I'm not freaky lol
ham,I want to lick your pussy now...
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
ham,Yo come over carlos will be here soon
ham,Can come my room but cannot come my house cos my house still messy... Haha...
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
ham,K:)k:)good:)study well.
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
ham,I am great! How are you?
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK ï¿½ï¿½MORROW. C U THIS WK? WHO WAS THE MSG 4? ï¿½ï¿½ RANDOM!
ham,Oh k.i think most of wi and nz players unsold.
ham,Well i will watch shrek in 3D!!B)
ham,Po de :-):):-):-):-). No need job aha.
ham,So wats ur opinion abt him and how abt is character?
ham,7 at esplanade.. Do ï¿½_ mind giving me a lift cos i got no car today..
ham,Ok.ok ok..then..whats ur todays plan
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,"Ela kano.,il download, come wen ur free.."
ham,"Sorry, I'll call later In meeting."
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,Left dessert. U wan me 2 go suntec look 4 u?
spam,Todays Voda numbers ending 1225 are selected to receive a ï¿½50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
ham,"Aight, I'll hit you up when I get some cash"
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
ham,Really good:)dhanush rocks once again:)
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,Want to finally have lunch today?
ham,I want snow. It's just freezing and windy.
ham,I told your number to gautham..
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
ham,Hey mate. Spoke to the mag people. Weï¿½ï¿½ï¿½re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\"""""
ham,Aiyo a bit pai seh ï¿½_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
ham,Now? I'm going out 4 dinner soon..
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a ï¿½900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
ham,"Me not waking up until 4 in the afternoon, sup"
ham,Stop knowing me so well!
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,Change windows logoff sound..
ham,But we havent got da topic yet rite?
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
ham,I dont know exactly could you ask chechi.
ham,I know you are serving. I mean what are you doing now.
ham,Remember on that day..
ham,At 7 we will go ok na.
ham,I cant wait to see you! How were the photos were useful? :)
ham,I havent add ï¿½_ yet right.. 
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
ham,Rats. Hey did u ever vote for the next themes?
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham,"Well, I meant as opposed to my drunken night of before"
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham,Oh that was a forwarded message. I thought you send that to me
ham,Nite...
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just ï¿½5 by replying GET BBDELUXE and take the challenge
ham,Fine if thatï¿½ï¿½s the way u feel. Thatï¿½ï¿½s the way its gota b
ham,soon you will have the real thing princess! Do i make you wet? :)
ham,Yeah I don't see why not
ham,Oh ok wait 4 me there... My lect havent finish
ham,"Some friends want me to drive em someplace, probably take a while"
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
ham,We still on for tonight?
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed ï¿½1000 CASH or ï¿½2000 gift. Speak to a live operator NOW!
ham,Dont you have message offer
ham,Ok lor... Or u wan me go look 4 u?
ham,Maybe you should find something else to do instead???
ham,Ok leave no need to ask
ham,Then we wait 4 u lor... No need 2 feel bad lar...
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,Call him and say you not coming today ok and tell them not to fool me like this ok
ham,"4 tacos + 1 rajas burrito, right?"
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Sorry completely forgot * will pop em round this week if your still here?
ham,But i have to. I like to have love and arrange.
ham,I've reached home finally...
ham,I hope you know I'm still mad at you.
ham,If I was I wasn't paying attention
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
ham,As in different styles?
ham,Going on nothing great.bye
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But
ham,Done it but internet connection v slow and canï¿½ï¿½ï¿½t send it. Will try again later or first thing tomo.
ham,Hi dude hw r u da realy mising u today
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
ham,I not at home now lei...
ham,But i'm surprised she still can guess right lor...
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
ham,ï¿½ï¿½ go home liao? Ask dad to pick me up at 6...
ham,Good night my dear.. Sleepwell&amp;Take care
ham,I dont know oh. Hopefully this month.
ham,Uncle Abbey! Happy New Year. Abiola
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a ï¿½150 prize. To collect is easy. Just call 09061743386 
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
ham,Nope... Juz off from work...
ham,"Alright omw, gotta change my order to a half8th"
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
ham,R u sure they'll understand that! Wine * good idea just had a slurp!
ham,Moji just informed me that you saved our lives. Thanks.
ham,What year. And how many miles.
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
spam,Congratulations ur awarded either ï¿½500 of CD gift vouchers & Free entry 2 our ï¿½100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham,Lol they were mad at first but then they woke up and gave in.
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,Both :) i shoot big loads so get ready!
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
ham,Aight ill get on fb in a couple minutes
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
ham,Tomarrow final hearing on my laptop case so i cant.
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
ham,What he said is not the matter. My mind saying some other matter is there.
ham,Dhoni have luck to win some big title.so we will win:)
ham,At WHAT TIME should i come tomorrow
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
ham,You know what hook up means right?
ham,To day class is there are no class.
ham,Ya it came a while ago
ham,"I guess you could be as good an excuse as any, lol."
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,Ok. I only ask abt e movie. U wan ktv oso?
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,Are you going to wipro interview today?
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
ham,;-) ok. I feel like john lennon.
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
spam,You have WON a guaranteed ï¿½1000 cash or a ï¿½2000 prize.To claim yr prize call our customer service representative on
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,Are you staying in town ?
ham,Ok... C ya...
ham,Dad went out oredi... 
ham,Big brotherï¿½ï¿½ï¿½s really scraped the barrel with this shower of social misfits
ham,No da. . Vijay going to talk in jaya tv
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,Nothing spl..wat abt u and whr ru?
ham,"Yeah, give me a call if you've got a minute"
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged ï¿½4.50. Should your tone not arrive please call customer services on 09065069120"
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
ham,Are you sure you don't mean \get here
ham,"That's good, because I need drugs"
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
ham,Finish liao... U?
ham,Moji i love you more than words. Have a rich day
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
ham,I'm home. Doc gave me pain meds says everything is fine.
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham,Dear we got  &lt;#&gt;  dollars hi hi
ham,"Well, I was about to give up cos they all said no they didnï¿½ï¿½ï¿½t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
ham,"Nah, I'm a perpetual DD"
ham,Pls help me tell Ashley that i cant find her number oh
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
ham,"Sir, I am waiting for your mail."
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,"2 celebrate my bï¿½ï¿½day, y else?"
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
ham,Y ï¿½_ wan to go there? C doctor?
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
ham,"That's very rude, you on campus?"
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,"Sir, waiting for your letter."
ham,Happy birthday... May all ur dreams come true...
ham,I'm good. Have you registered to vote?
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
ham,I'll talk to the others and probably just come early tomorrow then
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham,Yo sorry was in the shower sup
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
ham,Sounds like something that someone testing me would sayy
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham, and  picking them up from various points
ham,At 4. Let's go to bill millers
ham,It's ok lar. U sleep early too... Nite...
ham,Anything...
ham,K..k...from tomorrow onwards started ah?
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
ham,Ok..
ham,DO NOT B LATE LOVE MUM
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,In e msg jus now. U said thanks for gift.
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,What time you coming down later? 
ham,Cheers for the card ... Is it that time of year already?
ham,i felt so...not any conveying reason.. Ese he... What about me?
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
ham,Well that must be a pain to catch
ham,Can't take any major roles in community outreach. You rock mel
ham,Aiyar sorry lor forgot 2 tell u...
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,Any way where are you and what doing.
ham,Sorry i'm not free...
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,I dunno they close oredi not... ï¿½ï¿½ v ma fan...
ham,What time. Iï¿½ï¿½ï¿½m out until prob 3 or so
ham,"Hey , is * rite u put ï¿½ï¿½10 evey mnth is that all?"
ham,Ill be there on  &lt;#&gt;  ok.
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,Please ask mummy to call father
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,Hey gals...U all wanna meet 4 dinner at nï¿½ï¿½te? 
ham,Same to u...
ham,Hey what's up charles sorry about the late reply.
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham,I am in your office na.
ham,Thanks for sending this mental ability question..
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,"Haha, just what I was thinkin"
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
spam,88800 and 89034 are premium phone services call 08718711108
ham,....photoshop makes my computer shut down.
ham,Yup i've finished c ï¿½_ there...
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
ham,"Oops I did have it,  &lt;#&gt; ?"
ham,Umma my life and vava umma love you lot dear
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
ham,Do we have any spare power supplies
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
ham,Can you pls send me that company name. In saibaba colany
ham,TELL HER I SAID EAT SHIT.
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
ham,ï¿½ï¿½ mean it's confirmed... I tot they juz say oni... Ok then... 
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,Hi' Test on  &lt;#&gt; rd ....
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
ham,Just haven't decided where yet eh ?
ham,Wen did you get so spiritual and deep. That's great
ham,Hey i've booked the 2 lessons on sun liao...
spam,"You've won tkts to the EURO2004 CUP FINAL or ï¿½800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
ham,We're on the opposite side from where we dropped you off
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
ham,Nvm take ur time.
ham,"Awesome, text me when you're restocked"
ham,Hi mom we might be back later than  &lt;#&gt; 
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 ï¿½3 "
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham,At home watching tv lor.
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
ham,Yup i'm free...
ham,X2  &lt;#&gt; . Are you going to get that
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,You didnt complete your gist oh.
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
ham,Sorry me going home first... Daddy come fetch ï¿½_ later...
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,I've been trying to reach him without success
ham,Tell me whos this pls:-)
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,No need to buy lunch for me.. I eat maggi mee..
ham,No no. I will check all rooms befor activities
ham,Ok... Help me ask if she's working tmr a not?
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."""
ham,I am going to sao mu today. Will be done only at 12 
ham,Ladies first and genus second k .
ham,Ok. How many should i buy.
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,Wait . I will msg after  &lt;#&gt;  min.
ham,I went to ur hon lab but no one is there.
ham,Probably a couple hours tops
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Itï¿½ï¿½s the least a unique person like u deserve. Sleep tight or morning
ham,"I can't right this second, gotta hit people up first"
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
ham,I'm going for bath will msg you next  &lt;#&gt;  min..
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,"Yes obviously, but you are the eggs-pert and the potato headï¿½ï¿½_ Speak soon! "
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come
ham,Where in abj are you serving. Are you staying with dad or alone.
ham,I love to wine and dine my lady!
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
ham,Okie
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,No objection. My bf not coming.
ham,Dude how do you like the buff wind.
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,Then she dun believe wat?
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
ham,"I want to show you the world, princess :) how about europe?"
spam,"This is the 2nd time we have tried to contact u. U have won the ï¿½400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
spam,FREE entry into our ï¿½250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,Can do lor...
ham,"Sorry da thangam, very very sorry i am held up with prasad."
ham,Hey we can go jazz power yoga hip hop kb and yogasana 
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
ham,"It could work, we'll reach a consensus at the next meeting"
ham,I had it already..sabarish asked me to go..
ham,Will you come online today night
ham,Get ready to put on your excellent sub face :)
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham,"It's ok, at least armand's still around"
ham,Is she replying. Has boye changed his phone number
ham,Hope you are feeling great. Pls fill me in. Abiola
ham,Should i send you naughty pix? :)
